0.400,266867.000,0.657,0.000,0.025,97.800,0.558,1.000
0.270,462467.000,0.896,0.049,0.062,111.457,0.939,2.000
0.256,238800.000,0.909,0.000,0.166,96.031,0.679,1.000
0.019,211825.000,0.882,0.000,0.082,140.103,0.657,2.000
0.000,395200.000,0.506,0.941,0.149,186.328,0.367,2.000
0.119,213622.000,0.594,0.000,0.155,89.394,0.489,2.000
0.011,243480.000,0.680,0.000,0.052,104.890,0.326,2.000
0.368,232944.000,0.844,0.000,0.030,110.023,0.825,1.000
0.017,241800.000,0.752,0.000,0.368,96.318,0.585,2.000
0.027,270520.000,0.658,0.299,0.036,109.998,0.244,2.000
0.990,168667.000,0.058,0.887,0.039,127.397,0.311,1.000
0.001,520311.000,0.679,0.912,0.053,117.501,0.214,2.000
0.095,237073.000,0.858,0.056,0.097,164.025,0.477,2.000
0.000,294034.000,0.919,0.181,0.111,116.038,0.149,1.000
0.005,180267.000,0.961,0.000,0.139,114.492,0.531,1.000
0.011,245053.000,0.926,0.540,0.097,140.037,0.493,1.000
0.784,180640.000,0.332,0.000,0.034,130.813,0.255,1.000
0.058,223504.000,0.667,0.000,0.134,112.956,0.609,1.000
0.021,258827.000,0.786,0.000,0.030,123.052,0.556,1.000
0.269,302987.000,0.641,0.012,0.033,91.714,0.901,2.000
0.062,223190.000,0.722,0.000,0.047,99.954,0.483,1.000
0.101,201720.000,0.883,0.000,0.087,202.013,0.769,1.000
0.002,183000.000,0.792,0.000,0.047,139.940,0.318,2.000
0.001,247175.000,0.794,0.007,0.035,131.619,0.685,2.000
0.001,259200.000,0.564,0.000,0.232,100.032,0.360,2.000
0.941,176297.000,0.227,0.819,0.031,100.449,0.150,1.000
0.304,222000.000,0.564,0.000,0.235,86.948,0.458,1.000
0.017,197800.000,0.862,0.000,0.078,127.857,0.176,2.000
0.008,224707.000,0.820,0.000,0.138,78.063,0.516,1.000
0.363,195467.000,0.692,0.000,0.028,112.053,0.758,1.000
0.107,249147.000,0.518,0.000,0.031,90.007,0.450,1.000
0.441,193160.000,0.705,0.000,0.099,119.439,0.776,1.000
0.167,210627.000,0.727,0.000,0.087,125.014,0.680,1.000
0.640,405027.000,0.385,0.001,0.029,100.878,0.264,2.000
0.055,187760.000,0.809,0.000,0.039,82.022,0.703,1.000
0.100,188875.000,0.723,0.000,0.314,107.039,0.822,2.000
0.001,398615.000,0.764,0.719,0.045,117.996,0.315,2.000
0.017,183695.000,0.571,0.000,0.200,103.521,0.467,2.000
0.000,97560.000,0.827,0.002,0.147,159.882,0.463,2.000
0.286,236960.000,0.387,0.000,0.034,81.856,0.470,1.000
0.000,309524.000,0.872,0.000,0.073,122.362,0.389,2.000
0.002,227344.000,0.823,0.000,0.029,122.977,0.441,1.000
0.168,195613.000,0.756,0.000,0.064,102.033,0.913,1.000
0.000,311217.000,0.994,0.001,0.193,125.035,0.070,1.000
0.217,185437.000,0.657,0.000,0.350,150.058,0.804,2.000
0.113,329169.000,0.640,0.042,0.032,113.507,0.398,2.000
0.849,378253.000,0.213,0.565,0.034,80.004,0.196,2.000
0.232,212944.000,0.725,0.011,0.097,195.972,0.153,2.000
0.132,139931.000,0.766,0.000,0.260,93.603,0.675,2.000
0.001,317320.000,0.712,0.003,0.056,125.025,0.947,2.000
0.456,215613.000,0.453,0.000,0.027,75.548,0.532,2.000
0.045,218280.000,0.696,0.000,0.050,127.023,0.131,2.000
0.004,325714.000,0.642,0.598,0.041,125.967,0.157,1.000
0.010,215573.000,0.685,0.775,0.039,112.490,0.781,1.000
0.041,238893.000,0.922,0.000,0.067,121.977,0.368,2.000
0.038,205500.000,0.492,0.660,0.033,76.467,0.193,2.000
0.010,218147.000,0.578,0.743,0.057,127.014,0.639,2.000
0.555,217419.000,0.691,0.000,0.258,82.142,0.630,1.000
0.185,282253.000,0.431,0.097,0.131,146.003,0.349,2.000
0.097,190227.000,0.657,0.000,0.054,176.127,0.313,1.000
0.036,213000.000,0.598,0.000,0.071,127.029,0.424,2.000
0.034,235873.000,0.771,0.000,0.036,128.025,0.212,1.000
0.003,190155.000,0.896,0.958,0.049,128.083,0.113,1.000
0.211,245200.000,0.669,0.000,0.041,94.029,0.500,1.000
0.386,317467.000,0.729,0.013,0.054,108.274,0.717,2.000
0.065,257840.000,0.714,0.000,0.038,121.990,0.471,1.000
0.136,235040.000,0.444,0.000,0.384,140.063,0.680,2.000
0.001,264320.000,0.636,0.000,0.033,123.966,0.233,1.000
0.002,205663.000,0.664,0.067,0.105,126.018,0.584,2.000
0.027,208360.000,0.759,0.000,0.041,80.958,0.238,1.000
0.006,213280.000,0.596,0.008,0.119,81.004,0.753,2.000
0.001,141627.000,0.766,0.858,0.037,158.188,0.547,2.000
0.379,225933.000,0.508,0.000,0.032,153.947,0.407,1.000
0.001,230747.000,0.815,0.000,0.042,126.030,0.774,1.000
0.391,311892.000,0.495,0.800,0.049,78.507,0.292,2.000
0.230,238733.000,0.815,0.000,0.040,127.273,0.960,1.000
0.632,219160.000,0.363,0.000,0.034,138.367,0.268,1.000
0.135,272360.000,0.914,0.001,0.041,127.907,0.918,1.000
0.988,440133.000,0.146,0.692,0.035,111.643,0.073,1.000
0.033,201707.000,0.929,0.205,0.090,123.004,0.403,1.000
0.602,190733.000,0.484,0.008,0.043,97.923,0.596,2.000
0.015,274320.000,0.768,0.000,0.082,115.021,0.207,2.000
0.018,209760.000,0.798,0.000,0.040,130.034,0.405,2.000
0.970,206933.000,0.371,0.132,0.038,87.024,0.117,1.000
0.006,325500.000,0.674,0.000,0.030,99.797,0.065,2.000
0.075,239320.000,0.705,0.000,0.364,175.483,0.564,1.000
0.190,348742.000,0.671,0.753,0.060,96.478,0.142,2.000
0.247,292760.000,0.643,0.000,0.816,199.727,0.943,2.000
0.195,244867.000,0.118,0.694,0.045,79.554,0.071,1.000
0.000,245133.000,0.788,0.000,0.047,148.121,0.821,1.000
0.139,261120.000,0.822,0.053,0.037,129.030,0.739,2.000
0.000,314907.000,0.962,0.106,0.120,145.947,0.451,1.000
0.056,182160.000,0.851,0.000,0.034,130.032,0.825,2.000
0.106,184538.000,0.781,0.568,0.038,101.029,0.490,2.000
0.986,66762.000,0.029,0.937,0.034,82.313,0.276,1.000
0.178,202839.000,0.683,0.000,0.065,154.901,0.307,1.000
0.000,271560.000,0.992,0.000,0.190,145.144,0.091,1.000
0.428,238427.000,0.852,0.656,0.153,135.223,0.517,2.000
0.018,198907.000,0.547,0.000,0.058,89.993,0.404,2.000
0.055,239908.000,0.853,0.130,0.043,107.234,0.887,2.000
0.775,216234.000,0.343,0.000,0.040,99.995,0.218,2.000
0.302,292987.000,0.521,0.000,0.332,100.000,0.471,1.000
0.417,132307.000,0.804,0.000,0.036,149.989,0.868,1.000
0.411,186426.000,0.706,0.000,0.060,105.624,0.313,2.000
0.804,293458.000,0.150,0.000,0.049,83.625,0.330,1.000
0.047,237867.000,0.820,0.000,0.124,117.012,0.401,2.000
0.048,209413.000,0.868,0.000,0.170,156.295,0.608,1.000
0.062,252333.000,0.629,0.000,0.106,112.575,0.260,2.000
0.048,202853.000,0.944,0.000,0.347,130.035,0.398,2.000
0.051,250189.000,0.857,0.000,0.073,110.038,0.602,1.000
0.384,281774.000,0.600,0.808,0.036,143.980,0.064,2.000
0.196,238000.000,0.688,0.009,0.071,170.678,0.804,2.000
0.027,157452.000,0.923,0.000,0.034,124.994,0.390,1.000
0.004,211200.000,0.848,0.017,0.051,99.989,0.302,2.000
0.004,186867.000,0.797,0.000,0.039,79.513,0.533,1.000
0.001,211042.000,0.765,0.000,0.051,131.946,0.163,2.000
0.004,259196.000,0.920,0.000,0.226,99.935,0.521,1.000
0.034,268840.000,0.545,0.000,0.062,115.266,0.733,1.000
0.023,222920.000,0.894,0.000,0.082,99.995,0.968,2.000
0.002,174122.000,0.848,0.002,0.054,124.029,0.460,2.000
0.002,228040.000,0.511,0.000,0.029,143.968,0.179,1.000
0.078,489750.000,0.459,0.826,0.091,124.996,0.616,2.000
0.035,254262.000,0.686,0.000,0.055,153.901,0.599,1.000
0.018,188333.000,0.837,0.040,0.134,100.040,0.320,2.000
0.048,228147.000,0.503,0.000,0.155,80.040,0.325,2.000
0.000,229859.000,0.983,0.146,0.169,115.003,0.231,1.000
0.186,272394.000,0.532,0.000,0.032,85.030,0.428,1.000
0.340,386760.000,0.580,0.821,0.028,76.270,0.324,2.000
0.051,194561.000,0.510,0.000,0.420,167.879,0.189,2.000
0.116,204520.000,0.859,0.000,0.055,176.018,0.886,1.000
0.181,160907.000,0.769,0.000,0.042,129.657,0.814,2.000
0.119,217587.000,0.517,0.015,0.060,96.999,0.722,1.000
0.810,337733.000,0.016,0.002,0.037,110.926,0.155,1.000
0.436,198531.000,0.364,0.000,0.137,97.510,0.766,2.000
0.143,252053.000,0.696,0.000,0.071,85.998,0.655,1.000
0.084,256933.000,0.561,0.000,0.027,144.784,0.298,1.000
0.010,305680.000,0.857,0.015,0.034,104.981,0.291,2.000
0.003,200920.000,0.791,0.001,0.045,87.337,0.404,1.000
0.005,201387.000,0.638,0.010,0.130,106.002,0.410,1.000
0.144,310187.000,0.412,0.000,0.488,174.062,0.505,2.000
0.000,183581.000,0.616,0.425,0.058,124.036,0.614,2.000
0.001,218720.000,0.858,0.000,0.039,138.021,0.646,1.000
0.040,267147.000,0.702,0.000,0.074,125.998,0.471,2.000
0.056,274827.000,0.561,0.000,0.028,95.981,0.395,1.000
0.000,177604.000,0.596,0.000,0.118,149.996,0.419,1.000
0.045,225253.000,0.893,0.000,0.045,108.006,0.616,1.000
0.006,180400.000,0.802,0.000,0.167,139.815,0.334,1.000
0.151,321627.000,0.850,0.000,0.344,97.933,0.761,2.000
0.064,256693.000,0.945,0.165,0.043,112.977,0.748,2.000
0.000,190787.000,0.900,0.000,0.049,187.961,0.884,1.000
0.005,228933.000,0.621,0.010,0.306,159.967,0.578,2.000
0.170,183484.000,0.720,0.000,0.348,139.870,0.393,1.000
0.034,284947.000,0.815,0.000,0.048,128.004,0.245,1.000
0.654,414747.000,0.479,0.591,0.028,100.831,0.062,1.000
0.065,244667.000,0.886,0.000,0.034,96.308,0.608,1.000
0.045,150053.000,0.783,0.000,0.151,159.912,0.611,2.000
0.032,246573.000,0.416,0.000,0.089,131.952,0.218,2.000
0.005,825027.000,0.801,0.149,0.047,152.826,0.807,2.000
0.178,200613.000,0.842,0.000,0.043,99.050,0.852,1.000
0.591,251627.000,0.724,0.000,0.101,78.008,0.620,2.000
0.018,192773.000,0.819,0.000,0.203,119.941,0.552,2.000
0.000,307680.000,0.740,0.369,0.032,130.031,0.770,2.000
0.712,235747.000,0.290,0.046,0.033,71.302,0.058,2.000
0.117,203600.000,0.856,0.000,0.075,104.202,0.732,1.000
0.002,255844.000,0.606,0.461,0.269,94.018,0.865,2.000
0.870,492080.000,0.242,0.497,0.037,126.681,0.176,1.000
0.024,246100.000,0.713,0.000,0.241,132.063,0.338,2.000
0.937,220093.000,0.635,0.018,0.054,168.039,0.592,2.000
0.652,217798.000,0.362,0.000,0.038,116.846,0.144,2.000
0.388,745653.000,0.942,0.015,0.171,131.690,0.584,2.000
0.026,205741.000,0.794,0.000,0.070,104.827,0.471,1.000
0.602,156430.000,0.498,0.119,0.023,92.227,0.931,2.000
0.076,297893.000,0.853,0.000,0.217,171.297,0.100,1.000
0.005,318470.000,0.671,0.024,0.039,123.974,0.482,2.000
0.209,228200.000,0.786,0.000,0.170,177.833,0.849,1.000
0.069,180036.000,0.947,0.000,0.119,164.111,0.957,2.000
0.060,257053.000,0.853,0.001,0.052,100.004,0.426,2.000
0.003,227027.000,0.453,0.000,0.067,100.002,0.346,2.000
0.120,213622.000,0.596,0.000,0.187,119.296,0.486,2.000
0.270,259765.000,0.890,0.661,0.031,170.002,0.503,2.000
0.000,356560.000,0.532,0.880,0.121,99.989,0.499,2.000
0.110,192000.000,0.539,0.000,0.166,166.649,0.076,2.000
0.000,123547.000,0.869,0.309,0.034,129.948,0.656,2.000
0.375,252547.000,0.860,0.005,0.065,129.008,0.973,2.000
0.479,187617.000,0.626,0.000,0.114,107.007,0.104,2.000
0.309,285120.000,0.407,0.001,0.027,139.028,0.168,1.000
0.075,202163.000,0.873,0.000,0.069,130.018,0.571,1.000
0.123,153973.000,0.865,0.968,0.033,100.018,0.554,2.000
0.008,231707.000,0.526,0.000,0.026,166.151,0.551,1.000
0.001,223840.000,0.764,0.000,0.033,172.094,0.520,1.000
0.245,228147.000,0.858,0.000,0.071,94.954,0.772,1.000
0.015,264384.000,0.789,0.000,0.078,82.660,0.338,2.000
0.040,400742.000,0.897,0.002,0.092,127.994,0.294,2.000
0.099,263979.000,0.747,0.000,0.055,80.117,0.223,1.000
0.078,289627.000,0.527,0.000,0.071,126.012,0.230,2.000
0.619,175867.000,0.280,0.079,0.058,66.711,0.466,2.000
0.028,197120.000,0.888,0.000,0.169,87.930,0.664,2.000
0.397,268800.000,0.707,0.000,0.208,89.279,0.779,1.000
0.560,185804.000,0.499,0.907,0.043,103.966,0.124,2.000
0.001,445417.000,0.790,0.889,0.058,122.994,0.533,2.000
0.002,386160.000,0.756,0.711,0.058,114.280,0.947,2.000
0.004,560600.000,0.850,0.294,0.044,112.014,0.559,2.000
0.410,244189.000,0.472,0.000,0.028,95.002,0.466,1.000
0.001,236067.000,0.785,0.000,0.044,153.005,0.505,1.000
0.289,240363.000,0.430,0.014,0.317,137.644,0.294,2.000
0.000,257120.000,0.912,0.631,0.086,125.923,0.146,1.000
0.032,211853.000,0.725,0.000,0.061,140.048,0.260,1.000
0.538,313493.000,0.495,0.000,0.076,102.652,0.797,2.000
0.160,172507.000,0.591,0.848,0.026,100.034,0.835,2.000
0.118,287086.000,0.401,0.000,0.395,139.922,0.441,2.000
0.018,220573.000,0.737,0.000,0.041,104.764,0.231,2.000
0.201,251640.000,0.661,0.000,0.030,156.177,0.283,1.000
0.181,249213.000,0.612,0.000,0.081,77.487,0.173,1.000
0.000,309734.000,0.928,0.363,0.094,132.973,0.140,1.000
0.006,203867.000,0.780,0.000,0.090,119.985,0.819,1.000
0.007,192000.000,0.975,0.160,0.109,125.940,0.247,1.000
0.028,164347.000,0.708,0.000,0.051,188.058,0.767,1.000
0.008,382015.000,0.333,0.804,0.053,121.099,0.964,2.000
0.018,241341.000,0.846,0.062,0.081,95.995,0.852,2.000
0.000,172520.000,0.876,0.156,0.037,105.128,0.707,2.000
0.676,282308.000,0.709,0.000,0.133,84.543,0.677,2.000
0.060,446307.000,0.579,0.001,0.059,108.567,0.726,2.000
0.278,205800.000,0.568,0.000,0.212,136.894,0.915,2.000
0.858,227627.000,0.449,0.001,0.058,95.108,0.444,2.000
0.455,262853.000,0.560,0.000,0.067,97.967,0.488,1.000
0.102,263440.000,0.723,0.000,0.063,88.933,0.769,1.000
0.058,231906.000,0.782,0.000,0.051,140.004,0.392,1.000
0.012,275987.000,0.821,0.000,0.152,174.063,0.561,1.000
0.316,182720.000,0.829,0.000,0.090,123.659,0.629,1.000
0.099,247800.000,0.874,0.000,0.040,122.416,0.910,2.000
0.018,187342.000,0.587,0.000,0.029,134.006,0.313,1.000
0.160,295493.000,0.555,0.000,0.029,134.369,0.509,1.000
0.166,181000.000,0.771,0.000,0.048,113.946,0.655,1.000
0.068,293910.000,0.608,0.026,0.086,109.670,0.211,2.000
0.187,238200.000,0.502,0.000,0.029,135.858,0.097,1.000
0.045,372096.000,0.430,0.751,0.066,119.999,0.138,2.000
0.436,250000.000,0.486,0.000,0.038,115.076,0.821,2.000
0.004,213053.000,0.741,0.000,0.053,128.077,0.533,2.000
0.005,282659.000,0.793,0.930,0.078,164.032,0.222,2.000
0.010,277688.000,0.848,0.000,0.050,119.975,0.895,2.000
0.920,408600.000,0.124,0.605,0.039,65.003,0.205,1.000
0.005,214740.000,0.614,0.000,0.037,114.059,0.273,1.000
0.036,219120.000,0.639,0.000,0.054,164.088,0.933,1.000
0.012,258113.000,0.398,0.000,0.053,99.717,0.717,1.000
0.001,279240.000,0.444,0.051,0.030,120.074,0.361,2.000
0.013,318750.000,0.645,0.952,0.051,128.044,0.138,2.000
0.035,201601.000,0.676,0.000,0.031,134.944,0.568,1.000
0.555,187210.000,0.580,0.002,0.059,81.678,0.733,2.000
0.007,171067.000,0.716,0.000,0.034,90.005,0.527,1.000
0.050,187013.000,0.513,0.000,0.031,110.540,0.262,1.000
0.003,271093.000,0.681,0.000,0.059,188.256,0.570,1.000
0.003,502888.000,0.643,0.834,0.041,117.514,0.537,2.000
0.031,238419.000,0.902,0.000,0.383,174.589,0.617,2.000
0.011,257867.000,0.325,0.854,0.037,175.880,0.460,2.000
0.005,418187.000,0.547,0.854,0.056,120.752,0.817,2.000
0.344,237040.000,0.737,0.000,0.036,115.020,0.821,2.000
0.239,636213.000,0.583,0.000,0.268,87.990,0.557,2.000
0.259,249813.000,0.642,0.000,0.050,92.963,0.139,1.000
0.094,281373.000,0.704,0.000,0.102,119.954,0.444,2.000
0.253,356973.000,0.434,0.062,0.034,127.681,0.381,2.000
0.868,336373.000,0.105,0.587,0.035,99.873,0.108,1.000
0.139,256027.000,0.576,0.000,0.153,127.641,0.455,1.000
0.895,151092.000,0.412,0.640,0.046,184.012,0.364,2.000
0.627,252360.000,0.326,0.000,0.032,126.704,0.136,1.000
0.342,178026.000,0.750,0.363,0.048,149.931,0.380,1.000
0.013,592920.000,0.661,0.000,0.046,107.998,0.173,2.000
0.978,323200.000,0.081,0.009,0.036,64.970,0.235,1.000
0.047,217693.000,0.408,0.000,0.284,99.876,0.337,2.000
0.002,226172.000,0.811,0.000,0.048,155.080,0.411,1.000
0.057,247390.000,0.776,0.017,0.037,110.815,0.689,2.000
0.068,257846.000,0.830,0.007,0.065,127.894,0.239,1.000
0.330,219080.000,0.449,0.000,0.425,80.126,0.322,1.000
0.005,182728.000,0.614,0.000,0.115,154.903,0.504,1.000
0.273,271333.000,0.678,0.000,0.102,138.009,0.738,1.000
0.021,198426.000,0.772,0.698,0.037,127.978,0.201,1.000
0.846,282320.000,0.117,0.852,0.045,60.483,0.102,1.000
0.859,243013.000,0.257,0.475,0.030,104.311,0.171,1.000
0.020,175587.000,0.802,0.000,0.100,121.387,0.604,1.000
0.043,173160.000,0.531,0.000,0.197,86.306,0.498,2.000
0.304,218413.000,0.575,0.012,0.029,150.009,0.284,2.000
0.881,99610.000,0.177,0.000,0.098,115.697,0.569,1.000
0.008,316444.000,0.740,0.935,0.059,134.981,0.058,2.000
0.099,211227.000,0.904,0.000,0.036,150.004,0.542,1.000
0.009,238093.000,0.666,0.001,0.023,100.010,0.474,1.000
0.148,231173.000,0.595,0.000,0.039,115.000,0.666,1.000
0.157,218342.000,0.524,0.000,0.130,83.013,0.440,2.000
0.029,214333.000,0.712,0.000,0.029,120.975,0.948,2.000
0.439,157001.000,0.443,0.000,0.038,107.984,0.729,1.000
0.008,179947.000,0.790,0.000,0.046,127.142,0.674,2.000
0.643,185726.000,0.816,0.000,0.233,109.774,0.523,1.000
0.009,388463.000,0.678,0.000,0.049,131.936,0.083,1.000
0.761,447280.000,0.131,0.194,0.033,98.606,0.100,1.000
0.140,220347.000,0.534,0.001,0.322,98.004,0.963,2.000
0.049,258040.000,0.867,0.000,0.046,138.858,0.918,1.000
0.054,160408.000,0.714,0.000,0.038,97.957,0.589,1.000
0.011,230230.000,0.784,0.000,0.053,153.027,0.189,2.000
0.099,277375.000,0.841,0.000,0.164,139.963,0.886,2.000
0.086,332453.000,0.545,0.000,0.362,140.086,0.438,2.000
0.990,175173.000,0.031,0.595,0.036,141.840,0.064,2.000
0.003,227880.000,0.407,0.000,0.091,100.006,0.287,2.000
0.007,213246.000,0.606,0.000,0.065,127.975,0.249,2.000
0.221,194066.000,0.891,0.072,0.040,122.026,0.779,2.000
0.038,369627.000,0.793,0.000,0.040,116.049,0.860,1.000
0.970,252947.000,0.046,0.911,0.043,132.709,0.368,1.000
0.141,203067.000,0.403,0.000,0.102,80.171,0.707,1.000
0.076,231107.000,0.661,0.000,0.038,90.012,0.509,1.000
0.001,281853.000,0.883,0.000,0.031,131.750,0.516,2.000
0.311,260427.000,0.456,0.000,0.035,115.400,0.181,1.000
0.450,272667.000,0.762,0.000,0.085,92.002,0.673,1.000
0.315,190734.000,0.448,0.000,0.095,85.045,0.193,2.000
0.304,298941.000,0.459,0.086,0.039,111.963,0.372,1.000
0.738,101039.000,0.923,0.000,0.316,95.009,0.779,2.000
0.058,218373.000,0.866,0.000,0.054,86.981,0.496,1.000
0.060,242056.000,0.985,0.325,0.133,153.009,0.667,2.000
0.001,324807.000,0.680,0.034,0.041,94.460,0.076,2.000
